Année;Canton;Infraction;Consommé Non élucidées;Consommé Elucidées;Tentative Non élucidées;Tentative Elucidées;CantonId;Id
2010;Zürich;Meurtre (Art. 111 – 113/116);0;14;0;27;1;1
2010;Zürich;Meurtre sur la demande de la victime (Art. 114);0;0;0;0;1;2
2010;Zürich;Incitation et assistance au suicide (Art. 115);0;0;0;0;1;3
2010;Zürich;Homicide par négligence (Art. 117);0;7;0;0;1;4
2010;Zürich;Interruption de grossesse punissable (Art. 118);0;1;0;2;1;5
2010;Zürich;Contraventions commises par le médecin (Art. 120);0;0;0;0;1;6
2010;Zürich;Lésions corporelles graves (Art. 122);32;128;0;7;1;7
2010;Zürich;Lésions corporelles simples (Art. 123);344;1224;3;23;1;8
2010;Zürich;Mutilation d'organes génitaux féminins (Art. 124);...;...;...;...;1;9
2010;Zürich;Lésions corporelles par négligence (Art. 125);66;70;0;0;1;10
2010;Zürich;Voies de fait (Art. 126);496;2447;0;0;1;11
2010;Zürich;Exposition (Art. 127);0;1;0;0;1;12
2010;Zürich;Omission de prêter secours (Art. 128);4;7;0;0;1;13
2010;Zürich;Fausse alerte (Art. 128bis);1;14;0;0;1;14
2010;Zürich;Mise en danger de la vie d'autrui (Art. 129);15;92;0;0;1;15
2010;Zürich;Participation rixe (Art. 133);3;274;0;0;1;16
2010;Zürich;Participation agression (Art. 134);132;418;0;4;1;17
2010;Zürich;Représentation de la violence (Art. 135);0;11;0;0;1;18
2010;Zürich;Remettre à des enfants des substances nocives (Art. 136);1;6;0;0;1;19
2010;Zürich;Total Titre 1: Vie et intégrité corporelle;1094;4714;3;63;1;20
2010;Zürich;Appropriation illégitime (Art. 137);774;147;0;0;1;21
2010;Zürich;Abus de confiance (Art. 138);28;821;1;0;1;22
2010;Zürich;Vol (Art. 139);10484;2250;22;23;1;23
2010;Zürich;Vol par effraction (Art. 139);6120;864;3478;330;1;24
2010;Zürich;Vol par introduction clandestine (Art. 139);2216;278;64;35;1;25
2010;Zürich;Vol à l'arrachée (Art. 139);175;31;13;6;1;26
2010;Zürich;Vol à l'étalage (Art. 139);367;2317;4;20;1;27
2010;Zürich;Vol à la tire (Art. 139);3937;107;3;8;1;28
2010;Zürich;Vol par astuce (Art. 139);700;77;19;8;1;29
2010;Zürich;Vol collocataire (Art. 139);2;27;0;0;1;30
2010;Zürich;Effraction de véhicule (Art. 139);1736;139;413;27;1;31
2010;Zürich;Vol de véhicule (Art. 139);6969;233;47;15;1;32
2010;Zürich;Vol sur/dans véhicule (Art. 139);941;101;28;16;1;33
2010;Zürich;Brigandage (Art. 140);339;205;47;33;1;34
2010;Zürich;Soustraction d'une chose mobilière (Art. 141);26;124;0;1;1;35
2010;Zürich;Utilisation sans droits de valeurs patrimoniales (Art. 141bis);2;3;0;0;1;36
2010;Zürich;Soustraction d' énergie (Art. 142);0;3;0;0;1;37
2010;Zürich;Soustraction de données (Art. 143);58;31;0;0;1;38
2010;Zürich;Accès indu à un système informatique (Art. 143bis);20;11;0;1;1;39
2010;Zürich;Dommages à la propriété (al. 1) (Art. 144);8947;2099;0;0;1;40
2010;Zürich;Dommages à la propriété + vol (Art. 144);11285;1292;0;0;1;41
2010;Zürich;Détérioration de données (Art.144bis);13;12;0;0;1;42
2010;Zürich;Détournement de choses frappées d'un droit de gage ou de rétention (Art. 145);0;0;0;0;1;43
2010;Zürich;Escroquerie (Art. 146);289;3478;132;127;1;44
2010;Zürich;Utilisation frauduleuse d'un ordinateur (Art. 147);621;321;264;57;1;45
2010;Zürich;Abus de cartes-chèques et cartes crédit (Art. 148);3;2;0;0;1;46
2010;Zürich;Obtention illicite de prestations d'une assurance sociale ou de l'aide sociale (Art. 148a);...;...;...;...;1;47
2010;Zürich;Filouterie dauberge (Art. 149);7;45;0;0;1;48
2010;Zürich;Obtention frauduleuse d'une prestation (Art. 150);2;125;1;3;1;49
2010;Zürich;Fabrication/mise sur marché équipements serv. à décoder frauduleusement (Art. 150bis);0;3;0;0;1;50
2010;Zürich;Atteinte astucieuse (Art. 151);3;7;2;0;1;51
2010;Zürich;Faux renseignements sur des entreprises commerciales (Art. 152);0;4;0;0;1;52
2010;Zürich;Fausses communications aux autorités chargées du registre du commerce (Art. 153);0;7;0;0;1;53
2010;Zürich;Falsification de marchandises (Art. 155);1;7;0;0;1;54
2010;Zürich;Extorsion et chantage (Art. 156);7;59;3;12;1;55
2010;Zürich;Usure (Art. 157);2;5;0;0;1;56
2010;Zürich;Gestion déloyale (Art. 158);1;40;0;0;1;57
2010;Zürich;Détournement de retenues sur le salaire (Art. 159);0;6;0;0;1;58
2010;Zürich;Recel (Art. 160);7;285;0;3;1;59
2010;Zürich;Exploitation de la connaissance de faits confidentiels (Art. 161);1;1;0;0;1;60
2010;Zürich;Manipulation de cours (Art. 161bis);0;0;0;0;1;61
2010;Zürich;Violation du secret de fabrication ou du secret commercial (Art. 162);0;7;0;0;1;62
2010;Zürich;Banqueroute fraud. et fraude saisie (Art. 163);0;35;0;0;1;63
2010;Zürich;Diminution effective de l'actif au préjudice des créanciers (Art. 164);0;6;0;0;1;64
2010;Zürich;Gestion fautive (Art. 165);0;17;0;0;1;65
2010;Zürich;Violation de l'obligation de tenir une comptabilité (Art. 166);0;18;0;0;1;66
2010;Zürich;Avantages accord. à certains créanciers (Art. 167);0;2;0;0;1;67
2010;Zürich;Subornation dans l'exécution forcée (Art. 168);0;0;0;0;1;68
2010;Zürich;Détournement valeurs patrimoniales (Art. 169);0;27;0;1;1;69
2010;Zürich;Obtention frauduleuse d'un concordat judiciaire (Art. 170);0;0;0;0;1;70
2010;Zürich;Total Titre 2: Patrimoine;56083;15679;4541;726;1;71
2010;Zürich;Diffamation (Art. 173);1;5;0;0;1;72
2010;Zürich;Calomnie (Art. 174);1;9;0;0;1;73
2010;Zürich;Diffamation et calomnie contre un mort ou un absent (Art. 175);0;0;0;0;1;74
2010;Zürich;Injure (Art. 177);5;23;0;0;1;75
2010;Zürich;Violation contre le domaine secret ou le domaine privé (Art. 179);20;27;0;0;1;76
2010;Zürich;Ecoute et enregistrement de conversations entre d'autres personnes (Art. 179bis);0;3;0;0;1;77
2010;Zürich;Enregistrement non autorisé de conversations (Art. 179ter);0;4;0;1;1;78
2010;Zürich;Violation du domaine secret/privé au moyen d'un appareil de prise de vues (Art. 179quater);8;15;1;0;1;79
2010;Zürich;Mise en circulation et réclame d'appareils d'écoute, prise de son et de vues (Art. 179sexies);0;0;0;0;1;80
2010;Zürich;Utilisation abusive d'une installation de télécommunication (Art. 179septies);74;376;0;0;1;81
2010;Zürich;Soustraction de données personnelles (Art. 179novies);0;4;0;0;1;82
2010;Zürich;Total Titre 3: Honneur, domaine secret/privé;109;466;1;1;1;83
2010;Zürich;Menaces (Art. 180);168;1528;3;2;1;84
2010;Zürich;Contrainte (Art. 181);38;570;14;61;1;85
2010;Zürich;Mariage forcé, partenariat forcé (Art. 181a);...;...;...;...;1;86
2010;Zürich;Traite d'êtres humains (Art. 182);5;22;0;0;1;87
2010;Zürich;Séquestration et enlèvements (Art. 183);15;57;0;2;1;88
2010;Zürich;Circonstances aggravantes (Art. 184);0;0;0;0;1;89
2010;Zürich;Prise d'otage (Art. 185);1;0;0;0;1;90
2010;Zürich;Violation de domicile (Art. 186);403;769;0;0;1;91
2010;Zürich;Violation domicile + vol (Art. 186);10711;1773;26;3;1;92
2010;Zürich;Total Titre 4:Liberté;11341;4719;43;68;1;93
2010;Zürich;Actes d'ordre sexuel avec des enfants (Art. 187);48;163;6;12;1;94
2010;Zürich;Actes d'ordre sexuel avec des personnes dépendantes (Art. 188);0;3;0;0;1;95
2010;Zürich;Contrainte sexuelle (Art. 189);47;145;3;7;1;96
2010;Zürich;Viol (Art. 190);17;104;4;11;1;97
2010;Zürich;Actes d'ordre sexuel sur une personne incapable de discernement ou de résistance (Art. 191);5;24;0;0;1;98
2010;Zürich;Actes d'ordre sexuel avec des personnes hospitalisées, détenues ou prévenues (Art. 192);0;2;0;0;1;99
2010;Zürich;Abus de la détresse (Art. 193);0;8;0;0;1;100
2010;Zürich;Exhibitionnisme (Art. 194);72;47;0;1;1;101
2010;Zürich;Encouragement à la prostitution (Art. 195);12;32;0;1;1;102
2010;Zürich;Actes d'ordre sexuel avec des mineurs contre rémunération (Art. 196);...;...;...;...;1;103
2010;Zürich;Pornographie (Art. 197);13;127;0;2;1;104
2010;Zürich;Désagréments causés par la confrontation à un acte d'ordre sexuel (Art. 198);76;153;0;0;1;105
2010;Zürich;Exercice illicite de la prostitution (Art. 199);2;810;0;0;1;106
2010;Zürich;Total Titre 5: Intégrité sexuelle;292;1618;13;34;1;107
2010;Zürich;Inceste (Art. 213);0;2;0;0;1;108
2010;Zürich;Pluralité de mariages ou de partenariats enregistrés (Art. 215);0;3;0;0;1;109
2010;Zürich;Violation d'une obligation d'entretien (Art. 217);0;70;0;0;1;110
2010;Zürich;Violation du devoir d'assistance ou d'éducation (Art. 219);0;16;0;0;1;111
2010;Zürich;Enlèvement de mineur (Art. 220);2;35;0;0;1;112
2010;Zürich;Total Titre 6: Famille;2;126;0;0;1;113
2010;Zürich;Incendie intentionnel (Art. 221);82;46;45;21;1;114
2010;Zürich;Incendie par négligence (Art. 222);2;56;1;0;1;115
2010;Zürich;Explosion (Art. 223);4;7;0;0;1;116
2010;Zürich;Emploi délictueux d'explosifs (Art. 224);3;2;0;0;1;117
2010;Zürich;Emploi par négligence (Art. 225);54;14;0;0;1;118
2010;Zürich;Fabriquer, dissimuler et transporter des explosifs ou des gaz toxiques (Art. 226);0;1;0;0;1;119
2010;Zürich;Danger imputable à l'énergie nucléaire/radioactivité/rayonnements ionisants (Art. 226bis);0;0;0;0;1;120
2010;Zürich;Actes préparatoires punissables (danger énerg.nucl./radioact.) (Art. 226ter);...;...;...;...;1;121
2010;Zürich;Inondation/écroulement (Art. 227);0;0;0;0;1;122
2010;Zürich;Dommages aux installations électriques, travaux hydrauliques et ouvrages de protection (Art. 228);0;0;0;0;1;123
2010;Zürich;Violation des règles de l'art de construire (Art. 229);2;12;0;0;1;124
2010;Zürich;Supprimer ou omettre d'installer des appareils protecteurs (Art. 230);0;1;0;0;1;125
2010;Zürich;Total Titre 7: Danger collectif;147;139;46;21;1;126
2010;Zürich;Mise en danger par des organismes génétiquement modifiés ou pathogènes (Art. 230bis);0;0;0;0;1;127
2010;Zürich;Propagation d'une maladie de l'homme (Art. 231);0;7;0;1;1;128
2010;Zürich;Propagation d'une épizootie (Art. 232);0;0;0;0;1;129
2010;Zürich;Propagation d'un parasite dangereux (Art. 233);0;0;0;0;1;130
2010;Zürich;Contamination d'eau potable (Art. 234);0;1;0;0;1;131
2010;Zürich;Altération de fourrages (Art.235);0;0;0;0;1;132
2010;Zürich;Mis en circulation de fourrages altérés (Art. 236);0;0;0;0;1;133
2010;Zürich;Total Titre 8: Santé publique;0;8;0;1;1;134
2010;Zürich;Entraver la circulation publique (Art. 237);8;21;0;0;1;135
2010;Zürich;Entrave aux services de cheminsde fer (Art. 238);6;9;0;0;1;136
2010;Zürich;Entrave aux services d'intérêt général (Art. 239);2;59;0;0;1;137
2010;Zürich;Total Titre 9: Communications publiques;16;89;0;0;1;138
2010;Zürich;Fabrication de fausse monnaie (Art. 240);11;4;0;0;1;139
2010;Zürich;Falsification de la monnaie (Art. 241);0;1;0;0;1;140
2010;Zürich;Mise en circulation de fausse monnaie (Art. 242);158;79;4;3;1;141
2010;Zürich;Imitation de billets de banque/pièces de monnaies/timbres officiels (Art. 243);0;2;0;0;1;142
2010;Zürich;Importation/acquisition fausse monnaie (Art. 244);1;4;0;0;1;143
2010;Zürich;Falsification des timbres officiels de valeur (Art. 245);0;2;0;0;1;144
2010;Zürich;Falsification des marques officielles (Art. 246);1;2;0;0;1;145
2010;Zürich;Appareils de falsification et emploi illicite d'appareils (Art. 247);1;0;0;0;1;146
2010;Zürich;Falsification des poids et mesures (Art. 248);0;0;0;0;1;147
2010;Zürich;Total Titre 10: Fausse monnaie, falsification timbres, marques, poids et mesures;172;94;4;3;1;148
2010;Zürich;Faux dans les titres (Art. 251);175;782;3;6;1;149
2010;Zürich;Faux dans les certificats (Art. 252);11;671;0;1;1;150
2010;Zürich;Obtention frauduleuse d'une constatation fausse (Art. 253);2;23;0;13;1;151
2010;Zürich;Suppression de titres (Art. 254);0;2;0;0;1;152
2010;Zürich;Déplacement de bornes (Art. 256);0;0;0;0;1;153
2010;Zürich;Déplacement de signaux (Art. 257);0;0;0;0;1;154
2010;Zürich;Total Titre 11: Faux dans les titres;188;1478;3;20;1;155
2010;Zürich;Menaces alarmant la population (Art. 258);6;11;0;0;1;156
2010;Zürich;Provocation publique au crime ou à la violence (Art. 259);2;0;0;0;1;157
2010;Zürich;Emeute (Art. 260);27;79;0;0;1;158
2010;Zürich;Actes préparatoires délictueux (260bis);0;13;0;0;1;159
2010;Zürich;Organisation criminelle (Art. 260ter);0;0;0;0;1;160
2010;Zürich;Mise en danger de la sécurité publique au moyen d'armes (Art. 260quater);0;0;0;0;1;161
2010;Zürich;Financement du terrorisme (Art. 260quinquies);0;0;0;0;1;162
2010;Zürich;Atteinte à la liberté de croyance et des cultes (Art. 261);0;0;0;0;1;163
2010;Zürich;Discrimination raciale (Art. 261bis);4;13;0;0;1;164
2010;Zürich;Atteinte à la paix des morts (Art. 262);2;4;0;0;1;165
2010;Zürich;Actes commis en état d'irresponsabilité fautive (Art. 263);0;21;0;0;1;166
2010;Zürich;Total Titre 12: Paix publique;41;141;0;0;1;167
2010;Zürich;Génocide (Art. 264);0;0;0;0;1;168
2010;Zürich;Total Titre 12bis: Intérêts de la communauté internationale;0;0;0;0;1;169
2010;Zürich;Haute trahison (Art. 265);0;0;0;0;1;170
2010;Zürich;Atteinte a l'indépendance de la Confédération (Art. 266);0;0;0;0;1;171
2010;Zürich;Entreprises et menées de l'étranger contre la sécurité de la Suisse (Art. 266bis);0;0;0;0;1;172
2010;Zürich;Trahison diplomatique (Art. 267);0;0;0;0;1;173
2010;Zürich;Déplacement de bornes officielles (Art.268);0;0;0;0;1;174
2010;Zürich;Violation de la souveraineté territoriale de la Suisse (Art. 269);0;0;0;0;1;175
2010;Zürich;Atteinte aux emblèmes suisses (Art. 270);0;0;0;0;1;176
2010;Zürich;Actes exécutés sans droit pour un Etat étranger (Art. 271);0;0;0;0;1;177
2010;Zürich;Service de renseignements politiques (Art. 272);0;0;0;0;1;178
2010;Zürich;Service de renseignements économiques (Art. 273);0;2;0;0;1;179
2010;Zürich;Service de renseignements militaires (Art. 274);0;0;0;0;1;180
2010;Zürich;Atteintes à l'ordre consitutionnel (Art. 275);0;0;0;0;1;181
2010;Zürich;Propagande subversive (Art. 275bis);0;0;0;0;1;182
2010;Zürich;Groupements illicites (Art. 275ter);0;0;0;0;1;183
2010;Zürich;Provocation/incitation à la violation des devoirs militaires (Art. 276);0;0;0;0;1;184
2010;Zürich;Falsification d'ordre de mise sur pied ou d'instructions (Art. 277);0;1;0;0;1;185
2010;Zürich;Entraver le service militaire (Art. 278);0;0;0;0;1;186
2010;Zürich;Total Titre 13: Etat et défense nationale;0;3;0;0;1;187
2010;Zürich;Violences contre la volonté populaire (Art. 279);2;0;0;0;1;188
2010;Zürich;Atteinte au droit de vote (Art. 280);0;0;0;0;1;189
2010;Zürich;Corruption électorale (Art. 281);0;0;0;0;1;190
2010;Zürich;Fraude électorale (Art. 282);0;4;0;0;1;191
2010;Zürich;Captation de suffrages (Art. 282bis);0;0;0;0;1;192
2010;Zürich;Violation du secret de vote (Art. 283);0;0;0;0;1;193
2010;Zürich;Total Titre 14: Volonté populaire;2;4;0;0;1;194
2010;Zürich;Violence ou menace contre les autorités et les fonctionnaires (Art. 285);44;472;0;0;1;195
2010;Zürich;Opposition aux actes de l'autorité (Art. 286);5;580;0;1;1;196
2010;Zürich;Usurpation de fonctions (Art. 287);7;11;0;1;1;197
2010;Zürich;Soustraction d'objets mis sous main de l'autorité (Art. 289);0;1;0;0;1;198
2010;Zürich;Bris de scellés (Art. 290);3;0;0;0;1;199
2010;Zürich;Rupture de ban (Art. 291);0;5;0;0;1;200
2010;Zürich;Insoumission à une décision de l'autorité (Art. 292);3;1358;0;0;1;201
2010;Zürich;Publication de.débats off.secrets (Art. 293);0;0;0;0;1;202
2010;Zürich;Infraction à l'interdiction d'exercer une profession (Art. 294);0;0;0;0;1;203
2010;Zürich;Infraction à l'interdiction d'exercer une activité, à l'interdiction de contact ou géographique (Art. 294);...;...;...;...;1;204
2010;Zürich;Non-respect de l'assistance de probation ou des règles de conduite (Art. 295);0;0;0;0;1;205
2010;Zürich;Total Titre 15: Autorité publique;62;2427;0;2;1;206
2010;Zürich;Outrage aux Etats étrangers (Art. 296);0;0;0;0;1;207
2010;Zürich;Outrages à des institutions interétatiques (Art. 297);0;0;0;0;1;208
2010;Zürich;Atteinte aux emblèmes nationaux étrangers (Art. 298);0;0;0;0;1;209
2010;Zürich;Violation de la souveraineté territoriale étrangère (Art. 299);0;0;0;0;1;210
2010;Zürich;Actes d'hostilité contre un belligérant ou des troupes étrangères (Art. 300);0;0;0;0;1;211
2010;Zürich;Espionnage militaire au préjudice d'un Etat étranger (Art. 301);0;0;0;0;1;212
2010;Zürich;Total Titre 16: Compromettre les relations avec l'étranger;0;0;0;0;1;213
2010;Zürich;Dénonciation calomnieuse (Art. 303);5;154;0;0;1;214
2010;Zürich;Induire la justice en erreur (Art. 304);3;105;0;2;1;215
2010;Zürich;Entrave à l'action pénale (Art. 305);0;29;0;1;1;216
2010;Zürich;Blanchiment d'argent (Art. 305bis);17;38;0;1;1;217
2010;Zürich;Défaut de vigilance en matière d'opérations financières et droit de communication (Art. 305ter);0;0;0;0;1;218
2010;Zürich;Fausse déclaration d'une partie en justice (Art. 306);0;0;0;0;1;219
2010;Zürich;Faux témoignage, faux rapport, fausse traduction en justice (Art. 307);2;0;0;0;1;220
2010;Zürich;Faire évader des détenus (Art. 310);0;0;0;0;1;221
2010;Zürich;Mutinerie de détenus (Art. 311);0;0;0;0;1;222
2010;Zürich;Total Titre 17: Administration de la justice;27;326;0;4;1;223
2010;Zürich;Abus d'autorité (Art. 312);6;6;0;0;1;224
2010;Zürich;Concussion (Art. 313);0;0;0;0;1;225
2010;Zürich;Gestion déloyale des intérêts publics (Art. 314);1;0;0;0;1;226
2010;Zürich;Faux dans les titres commis dans l'exercice de fonctions publiques (Art. 317);1;3;0;0;1;227
2010;Zürich;Faux certificat médical (Art. 318);0;0;0;0;1;228
2010;Zürich;Assistance à l'évasion (Art. 319);0;0;0;0;1;229
2010;Zürich;Violation du secret de fonction (Art. 320);1;2;0;0;1;230
2010;Zürich;Violation du secret professionnel (Art. 321);0;1;0;0;1;231
2010;Zürich;Secret professionnel en matière de recherche sur l'être humain (Art. 321bis);0;0;0;0;1;232
2010;Zürich;Violation du secret des postes et des télécommunications (Art. 321ter);4;21;0;0;1;233
2010;Zürich;Violation de l'obligation des médias de renseigner (Art. 322);0;0;0;0;1;234
2010;Zürich;Défaut d'opposition à une publication constituant une infraction (Art. 322bis);0;0;0;0;1;235
2010;Zürich;Total Titre 18: Devoirs de fonction/professionnels;13;33;0;0;1;236
2010;Zürich;Corruption active (Art. 322ter);0;3;0;0;1;237
2010;Zürich;Corruption passive (Art. 322quater);0;2;0;0;1;238
2010;Zürich;Octroi d'un avantage (Art. 322quinquies);0;1;0;0;1;239
2010;Zürich;Acceptation d'un avantage (Art. 322sexies);1;0;0;0;1;240
2010;Zürich;Corruption d'agents publics étrangers (Art. 322septies);0;0;0;0;1;241
2010;Zürich;Total Titre 19: Corruption;1;6;0;0;1;242
2010;Zürich;Inobservation par débiteur règles LPP (Art. 323);2;881;0;0;1;243
2010;Zürich;Inobservation par tiers règles LPP (Art. 324);0;10;0;0;1;244
2010;Zürich;Inobservation des prescriptions légales sur la comptabilité (Art. 325);0;8;0;0;1;245
2010;Zürich;Inobserv. prescriptions légales sur protection locataires d'habitations/locaux commerciaux (325bis);0;0;0;0;1;246
2010;Zürich;Précision de l'art. 325bis;0;0;0;0;1;247
2010;Zürich;Contravention raison de commerce (Art. 326ter);0;2;0;0;1;248
2010;Zürich;Faux renseignements émanant d'une institution de prévoyance en faveur du personnel (Art. 326quater);0;0;0;0;1;249
2010;Zürich;Contrefaçon de valeurs postales (Art. 328);0;0;0;0;1;250
2010;Zürich;Violation de secrets militaires (Art. 329);0;0;0;0;1;251
2010;Zürich;Trafic de matériel séquestré ou réquisitionné par l'armée (Art. 330);0;0;0;0;1;252
2010;Zürich;Port indu de l'uniforme militaire (Art. 331);1;0;0;0;1;253
2010;Zürich;Défaut d'avis en cas de trouvaille (Art. 332);38;21;0;0;1;254
2010;Zürich;Total Titre 20: Dispositions du droit fédéral;41;922;0;0;1;255
2010;Bern / Berne;Meurtre (Art. 111 – 113/116);1;4;1;12;2;256
2010;Bern / Berne;Meurtre sur la demande de la victime (Art. 114);0;0;0;0;2;257
2010;Bern / Berne;Incitation et assistance au suicide (Art. 115);0;0;0;0;2;258
2010;Bern / Berne;Homicide par négligence (Art. 117);0;1;0;0;2;259
2010;Bern / Berne;Interruption de grossesse punissable (Art. 118);0;1;0;0;2;260
2010;Bern / Berne;Contraventions commises par le médecin (Art. 120);0;0;0;0;2;261
2010;Bern / Berne;Lésions corporelles graves (Art. 122);3;18;2;30;2;262
2010;Bern / Berne;Lésions corporelles simples (Art. 123);161;573;2;13;2;263
2010;Bern / Berne;Mutilation d'organes génitaux féminins (Art. 124);...;...;...;...;2;264
2010;Bern / Berne;Lésions corporelles par négligence (Art. 125);8;34;0;0;2;265
2010;Bern / Berne;Voies de fait (Art. 126);142;1241;0;0;2;266
2010;Bern / Berne;Exposition (Art. 127);0;1;0;0;2;267
2010;Bern / Berne;Omission de prêter secours (Art. 128);0;11;0;0;2;268
2010;Bern / Berne;Fausse alerte (Art. 128bis);2;5;0;0;2;269
2010;Bern / Berne;Mise en danger de la vie d'autrui (Art. 129);15;50;2;0;2;270
2010;Bern / Berne;Participation rixe (Art. 133);1;132;0;0;2;271
2010;Bern / Berne;Participation agression (Art. 134);37;105;0;0;2;272
2010;Bern / Berne;Représentation de la violence (Art. 135);0;5;0;0;2;273
2010;Bern / Berne;Remettre à des enfants des substances nocives (Art. 136);1;8;0;1;2;274
2010;Bern / Berne;Total Titre 1: Vie et intégrité corporelle;371;2189;7;56;2;275
2010;Bern / Berne;Appropriation illégitime (Art. 137);5;5;0;0;2;276
2010;Bern / Berne;Abus de confiance (Art. 138);29;138;0;1;2;277
2010;Bern / Berne;Vol (Art. 139);6131;732;14;18;2;278
2010;Bern / Berne;Vol par effraction (Art. 139);3503;614;846;78;2;279
2010;Bern / Berne;Vol par introduction clandestine (Art. 139);706;149;5;4;2;280
2010;Bern / Berne;Vol à l'arrachée (Art. 139);85;16;7;0;2;281
2010;Bern / Berne;Vol à l'étalage (Art. 139);315;2515;0;17;2;282
2010;Bern / Berne;Vol à la tire (Art. 139);2354;68;6;12;2;283
2010;Bern / Berne;Vol par astuce (Art. 139);283;89;6;1;2;284
2010;Bern / Berne;Vol collocataire (Art. 139);0;0;0;0;2;285
2010;Bern / Berne;Effraction de véhicule (Art. 139);938;38;56;1;2;286
2010;Bern / Berne;Vol de véhicule (Art. 139);8456;260;41;12;2;287
2010;Bern / Berne;Vol sur/dans véhicule (Art. 139);936;69;3;2;2;288
2010;Bern / Berne;Brigandage (Art. 140);142;77;38;19;2;289
2010;Bern / Berne;Soustraction d'une chose mobilière (Art. 141);5;47;0;0;2;290
2010;Bern / Berne;Utilisation sans droits de valeurs patrimoniales (Art. 141bis);0;0;0;0;2;291
2010;Bern / Berne;Soustraction d' énergie (Art. 142);1;2;0;0;2;292
2010;Bern / Berne;Soustraction de données (Art. 143);13;8;3;3;2;293
2010;Bern / Berne;Accès indu à un système informatique (Art. 143bis);15;2;2;0;2;294
2010;Bern / Berne;Dommages à la propriété (al. 1) (Art. 144);7641;1279;0;0;2;295
2010;Bern / Berne;Dommages à la propriété + vol (Art. 144);5533;773;2;0;2;296
2010;Bern / Berne;Détérioration de données (Art.144bis);0;2;0;0;2;297
2010;Bern / Berne;Détournement de choses frappées d'un droit de gage ou de rétention (Art. 145);0;1;0;0;2;298
2010;Bern / Berne;Escroquerie (Art. 146);164;432;43;28;2;299
2010;Bern / Berne;Utilisation frauduleuse d'un ordinateur (Art. 147);303;95;54;8;2;300
2010;Bern / Berne;Abus de cartes-chèques et cartes crédit (Art. 148);1;5;0;4;2;301
2010;Bern / Berne;Obtention illicite de prestations d'une assurance sociale ou de l'aide sociale (Art. 148a);...;...;...;...;2;302
2010;Bern / Berne;Filouterie dauberge (Art. 149);7;27;0;0;2;303
2010;Bern / Berne;Obtention frauduleuse d'une prestation (Art. 150);4;22;0;0;2;304
2010;Bern / Berne;Fabrication/mise sur marché équipements serv. à décoder frauduleusement (Art. 150bis);0;0;0;0;2;305
2010;Bern / Berne;Atteinte astucieuse (Art. 151);0;3;1;0;2;306
2010;Bern / Berne;Faux renseignements sur des entreprises commerciales (Art. 152);0;0;0;0;2;307
2010;Bern / Berne;Fausses communications aux autorités chargées du registre du commerce (Art. 153);0;0;0;0;2;308
2010;Bern / Berne;Falsification de marchandises (Art. 155);2;3;0;0;2;309
2010;Bern / Berne;Extorsion et chantage (Art. 156);3;21;0;2;2;310
2010;Bern / Berne;Usure (Art. 157);1;4;0;1;2;311
2010;Bern / Berne;Gestion déloyale (Art. 158);6;10;0;0;2;312
2010;Bern / Berne;Détournement de retenues sur le salaire (Art. 159);3;45;0;0;2;313
2010;Bern / Berne;Recel (Art. 160);4;148;0;0;2;314
2010;Bern / Berne;Exploitation de la connaissance de faits confidentiels (Art. 161);0;0;0;0;2;315
2010;Bern / Berne;Manipulation de cours (Art. 161bis);0;0;0;0;2;316
2010;Bern / Berne;Violation du secret de fabrication ou du secret commercial (Art. 162);1;0;0;0;2;317
2010;Bern / Berne;Banqueroute fraud. et fraude saisie (Art. 163);3;16;0;0;2;318
2010;Bern / Berne;Diminution effective de l'actif au préjudice des créanciers (Art. 164);1;5;0;0;2;319
2010;Bern / Berne;Gestion fautive (Art. 165);1;2;0;0;2;320
2010;Bern / Berne;Violation de l'obligation de tenir une comptabilité (Art. 166);0;2;0;0;2;321
2010;Bern / Berne;Avantages accord. à certains créanciers (Art. 167);0;2;0;0;2;322
2010;Bern / Berne;Subornation dans l'exécution forcée (Art. 168);0;1;0;0;2;323
2010;Bern / Berne;Détournement valeurs patrimoniales (Art. 169);0;110;0;0;2;324
2010;Bern / Berne;Obtention frauduleuse d'un concordat judiciaire (Art. 170);0;0;0;0;2;325
2010;Bern / Berne;Total Titre 2: Patrimoine;37595;7837;1127;211;2;326
2010;Bern / Berne;Diffamation (Art. 173);20;98;0;0;2;327
2010;Bern / Berne;Calomnie (Art. 174);18;139;1;0;2;328
2010;Bern / Berne;Diffamation et calomnie contre un mort ou un absent (Art. 175);0;0;0;0;2;329
2010;Bern / Berne;Injure (Art. 177);53;831;0;0;2;330
2010;Bern / Berne;Violation contre le domaine secret ou le domaine privé (Art. 179);9;82;0;0;2;331
2010;Bern / Berne;Ecoute et enregistrement de conversations entre d'autres personnes (Art. 179bis);0;0;0;0;2;332
2010;Bern / Berne;Enregistrement non autorisé de conversations (Art. 179ter);0;5;0;0;2;333
2010;Bern / Berne;Violation du domaine secret/privé au moyen d'un appareil de prise de vues (Art. 179quater);4;3;0;0;2;334
2010;Bern / Berne;Mise en circulation et réclame d'appareils d'écoute, prise de son et de vues (Art. 179sexies);0;0;0;0;2;335
2010;Bern / Berne;Utilisation abusive d'une installation de télécommunication (Art. 179septies);29;144;0;0;2;336
2010;Bern / Berne;Soustraction de données personnelles (Art. 179novies);1;0;0;0;2;337
