Année;Canton;Infraction;Consommé Non élucidées;Consommé Elucidées;Tentative Non élucidées;Tentative Elucidées;CantonId;Id
2010;Thurgau;Fausse alerte (Art. 128bis);0;0;0;0;20;4859
2010;Thurgau;Mise en danger de la vie d'autrui (Art. 129);0;9;0;1;20;4860
2010;Thurgau;Participation rixe (Art. 133);25;5;0;0;20;4861
2010;Thurgau;Participation agression (Art. 134);7;17;0;0;20;4862
2010;Thurgau;Représentation de la violence (Art. 135);0;0;0;0;20;4863
2010;Thurgau;Remettre à des enfants des substances nocives (Art. 136);0;3;0;0;20;4864
2010;Thurgau;Total Titre 1: Vie et intégrité corporelle;100;493;0;3;20;4865
2010;Thurgau;Appropriation illégitime (Art. 137);32;8;0;0;20;4866
2010;Thurgau;Abus de confiance (Art. 138);6;34;0;1;20;4867
2010;Thurgau;Vol (Art. 139);970;156;2;2;20;4868
2010;Thurgau;Vol par effraction (Art. 139);572;95;155;12;20;4869
2010;Thurgau;Vol par introduction clandestine (Art. 139);226;94;1;2;20;4870
2010;Thurgau;Vol à l'arrachée (Art. 139);14;2;0;0;20;4871
2010;Thurgau;Vol à l'étalage (Art. 139);84;327;1;1;20;4872
2010;Thurgau;Vol à la tire (Art. 139);137;5;0;0;20;4873
2010;Thurgau;Vol par astuce (Art. 139);83;2;1;0;20;4874
2010;Thurgau;Vol collocataire (Art. 139);1;7;0;0;20;4875
2010;Thurgau;Effraction de véhicule (Art. 139);58;27;7;2;20;4876
2010;Thurgau;Vol de véhicule (Art. 139);1489;64;6;4;20;4877
2010;Thurgau;Vol sur/dans véhicule (Art. 139);183;20;0;1;20;4878
2010;Thurgau;Brigandage (Art. 140);21;10;1;2;20;4879
2010;Thurgau;Soustraction d'une chose mobilière (Art. 141);5;17;0;0;20;4880
2010;Thurgau;Utilisation sans droits de valeurs patrimoniales (Art. 141bis);0;1;0;0;20;4881
2010;Thurgau;Soustraction d' énergie (Art. 142);0;0;0;0;20;4882
2010;Thurgau;Soustraction de données (Art. 143);0;1;0;0;20;4883
2010;Thurgau;Accès indu à un système informatique (Art. 143bis);3;2;0;0;20;4884
2010;Thurgau;Dommages à la propriété (al. 1) (Art. 144);1123;290;0;0;20;4885
2010;Thurgau;Dommages à la propriété + vol (Art. 144);881;150;0;0;20;4886
2010;Thurgau;Détérioration de données (Art.144bis);1;0;0;0;20;4887
2010;Thurgau;Détournement de choses frappées d'un droit de gage ou de rétention (Art. 145);0;0;0;0;20;4888
2010;Thurgau;Escroquerie (Art. 146);44;89;17;3;20;4889
2010;Thurgau;Utilisation frauduleuse d'un ordinateur (Art. 147);50;16;18;0;20;4890
2010;Thurgau;Abus de cartes-chèques et cartes crédit (Art. 148);0;1;0;0;20;4891
2010;Thurgau;Obtention illicite de prestations d'une assurance sociale ou de l'aide sociale (Art. 148a);...;...;...;...;20;4892
2010;Thurgau;Filouterie dauberge (Art. 149);2;24;0;0;20;4893
2010;Thurgau;Obtention frauduleuse d'une prestation (Art. 150);0;3;0;0;20;4894
2010;Thurgau;Fabrication/mise sur marché équipements serv. à décoder frauduleusement (Art. 150bis);0;0;0;0;20;4895
2010;Thurgau;Atteinte astucieuse (Art. 151);0;2;0;0;20;4896
2010;Thurgau;Faux renseignements sur des entreprises commerciales (Art. 152);0;0;0;0;20;4897
2010;Thurgau;Fausses communications aux autorités chargées du registre du commerce (Art. 153);0;0;0;0;20;4898
2010;Thurgau;Falsification de marchandises (Art. 155);1;0;0;0;20;4899
2010;Thurgau;Extorsion et chantage (Art. 156);0;2;1;0;20;4900
2010;Thurgau;Usure (Art. 157);0;1;0;0;20;4901
2010;Thurgau;Gestion déloyale (Art. 158);0;2;0;0;20;4902
2010;Thurgau;Détournement de retenues sur le salaire (Art. 159);0;0;0;0;20;4903
2010;Thurgau;Recel (Art. 160);0;32;0;0;20;4904
2010;Thurgau;Exploitation de la connaissance de faits confidentiels (Art. 161);0;0;0;0;20;4905
2010;Thurgau;Manipulation de cours (Art. 161bis);0;0;0;0;20;4906
2010;Thurgau;Violation du secret de fabrication ou du secret commercial (Art. 162);0;0;0;0;20;4907
2010;Thurgau;Banqueroute fraud. et fraude saisie (Art. 163);0;5;0;0;20;4908
2010;Thurgau;Diminution effective de l'actif au préjudice des créanciers (Art. 164);0;1;0;0;20;4909
2010;Thurgau;Gestion fautive (Art. 165);0;1;0;0;20;4910
2010;Thurgau;Violation de l'obligation de tenir une comptabilité (Art. 166);0;0;0;0;20;4911
2010;Thurgau;Avantages accord. à certains créanciers (Art. 167);0;0;0;0;20;4912
2010;Thurgau;Subornation dans l'exécution forcée (Art. 168);0;0;0;0;20;4913
2010;Thurgau;Détournement valeurs patrimoniales (Art. 169);0;2;0;0;20;4914
2010;Thurgau;Obtention frauduleuse d'un concordat judiciaire (Art. 170);0;0;0;0;20;4915
2010;Thurgau;Total Titre 2: Patrimoine;5986;1493;210;30;20;4916
2010;Thurgau;Diffamation (Art. 173);2;3;0;0;20;4917
2010;Thurgau;Calomnie (Art. 174);1;3;0;0;20;4918
2010;Thurgau;Diffamation et calomnie contre un mort ou un absent (Art. 175);0;0;0;0;20;4919
2010;Thurgau;Injure (Art. 177);1;9;0;0;20;4920
2010;Thurgau;Violation contre le domaine secret ou le domaine privé (Art. 179);0;1;0;0;20;4921
2010;Thurgau;Ecoute et enregistrement de conversations entre d'autres personnes (Art. 179bis);0;0;0;0;20;4922
2010;Thurgau;Enregistrement non autorisé de conversations (Art. 179ter);0;0;0;0;20;4923
2010;Thurgau;Violation du domaine secret/privé au moyen d'un appareil de prise de vues (Art. 179quater);0;2;0;0;20;4924
2010;Thurgau;Mise en circulation et réclame d'appareils d'écoute, prise de son et de vues (Art. 179sexies);0;0;0;0;20;4925
2010;Thurgau;Utilisation abusive d'une installation de télécommunication (Art. 179septies);9;32;0;0;20;4926
2010;Thurgau;Soustraction de données personnelles (Art. 179novies);0;0;0;0;20;4927
2010;Thurgau;Total Titre 3: Honneur, domaine secret/privé;13;50;0;0;20;4928
2010;Thurgau;Menaces (Art. 180);11;152;0;0;20;4929
2010;Thurgau;Contrainte (Art. 181);2;18;1;1;20;4930
2010;Thurgau;Mariage forcé, partenariat forcé (Art. 181a);...;...;...;...;20;4931
2010;Thurgau;Traite d'êtres humains (Art. 182);0;1;0;0;20;4932
2010;Thurgau;Séquestration et enlèvements (Art. 183);4;5;0;0;20;4933
2010;Thurgau;Circonstances aggravantes (Art. 184);0;0;0;0;20;4934
2010;Thurgau;Prise d'otage (Art. 185);0;1;0;0;20;4935
2010;Thurgau;Violation de domicile (Art. 186);27;92;0;0;20;4936
2010;Thurgau;Violation domicile + vol (Art. 186);812;184;0;0;20;4937
2010;Thurgau;Total Titre 4:Liberté;856;453;1;1;20;4938
2010;Thurgau;Actes d'ordre sexuel avec des enfants (Art. 187);3;37;0;2;20;4939
2010;Thurgau;Actes d'ordre sexuel avec des personnes dépendantes (Art. 188);0;0;0;0;20;4940
2010;Thurgau;Contrainte sexuelle (Art. 189);1;10;0;0;20;4941
2010;Thurgau;Viol (Art. 190);3;5;0;0;20;4942
2010;Thurgau;Actes d'ordre sexuel sur une personne incapable de discernement ou de résistance (Art. 191);1;4;0;0;20;4943
2010;Thurgau;Actes d'ordre sexuel avec des personnes hospitalisées, détenues ou prévenues (Art. 192);0;0;0;0;20;4944
2010;Thurgau;Abus de la détresse (Art. 193);0;1;0;0;20;4945
2010;Thurgau;Exhibitionnisme (Art. 194);2;8;0;0;20;4946
2010;Thurgau;Encouragement à la prostitution (Art. 195);0;1;0;0;20;4947
2010;Thurgau;Actes d'ordre sexuel avec des mineurs contre rémunération (Art. 196);...;...;...;...;20;4948
2010;Thurgau;Pornographie (Art. 197);3;21;0;0;20;4949
2010;Thurgau;Désagréments causés par la confrontation à un acte d'ordre sexuel (Art. 198);7;14;0;0;20;4950
2010;Thurgau;Exercice illicite de la prostitution (Art. 199);0;0;0;0;20;4951
2010;Thurgau;Total Titre 5: Intégrité sexuelle;20;101;0;2;20;4952
2010;Thurgau;Inceste (Art. 213);1;0;0;0;20;4953
2010;Thurgau;Pluralité de mariages ou de partenariats enregistrés (Art. 215);0;0;0;0;20;4954
2010;Thurgau;Violation d'une obligation d'entretien (Art. 217);0;4;0;0;20;4955
2010;Thurgau;Violation du devoir d'assistance ou d'éducation (Art. 219);0;2;0;0;20;4956
2010;Thurgau;Enlèvement de mineur (Art. 220);0;5;0;0;20;4957
2010;Thurgau;Total Titre 6: Famille;1;11;0;0;20;4958
2010;Thurgau;Incendie intentionnel (Art. 221);15;13;4;0;20;4959
2010;Thurgau;Incendie par négligence (Art. 222);2;10;0;0;20;4960
2010;Thurgau;Explosion (Art. 223);0;2;0;0;20;4961
2010;Thurgau;Emploi délictueux d'explosifs (Art. 224);0;0;0;0;20;4962
2010;Thurgau;Emploi par négligence (Art. 225);0;0;0;0;20;4963
2010;Thurgau;Fabriquer, dissimuler et transporter des explosifs ou des gaz toxiques (Art. 226);0;0;0;0;20;4964
2010;Thurgau;Danger imputable à l'énergie nucléaire/radioactivité/rayonnements ionisants (Art. 226bis);0;0;0;0;20;4965
2010;Thurgau;Actes préparatoires punissables (danger énerg.nucl./radioact.) (Art. 226ter);...;...;...;...;20;4966
2010;Thurgau;Inondation/écroulement (Art. 227);0;0;0;0;20;4967
2010;Thurgau;Dommages aux installations électriques, travaux hydrauliques et ouvrages de protection (Art. 228);0;0;0;0;20;4968
2010;Thurgau;Violation des règles de l'art de construire (Art. 229);0;1;0;0;20;4969
2010;Thurgau;Supprimer ou omettre d'installer des appareils protecteurs (Art. 230);0;0;0;0;20;4970
2010;Thurgau;Total Titre 7: Danger collectif;17;26;4;0;20;4971
2010;Thurgau;Mise en danger par des organismes génétiquement modifiés ou pathogènes (Art. 230bis);0;0;0;0;20;4972
2010;Thurgau;Propagation d'une maladie de l'homme (Art. 231);0;1;0;0;20;4973
2010;Thurgau;Propagation d'une épizootie (Art. 232);0;0;0;0;20;4974
2010;Thurgau;Propagation d'un parasite dangereux (Art. 233);0;0;0;0;20;4975
2010;Thurgau;Contamination d'eau potable (Art. 234);0;0;0;0;20;4976
2010;Thurgau;Altération de fourrages (Art.235);0;0;0;0;20;4977
2010;Thurgau;Mis en circulation de fourrages altérés (Art. 236);0;0;0;0;20;4978
2010;Thurgau;Total Titre 8: Santé publique;0;1;0;0;20;4979
2010;Thurgau;Entraver la circulation publique (Art. 237);1;2;0;0;20;4980
2010;Thurgau;Entrave aux services de cheminsde fer (Art. 238);3;1;0;0;20;4981
2010;Thurgau;Entrave aux services d'intérêt général (Art. 239);1;2;0;0;20;4982
2010;Thurgau;Total Titre 9: Communications publiques;5;5;0;0;20;4983
2010;Thurgau;Fabrication de fausse monnaie (Art. 240);1;1;0;0;20;4984
2010;Thurgau;Falsification de la monnaie (Art. 241);0;0;0;0;20;4985
2010;Thurgau;Mise en circulation de fausse monnaie (Art. 242);25;9;0;0;20;4986
2010;Thurgau;Imitation de billets de banque/pièces de monnaies/timbres officiels (Art. 243);0;0;0;0;20;4987
2010;Thurgau;Importation/acquisition fausse monnaie (Art. 244);0;1;0;0;20;4988
2010;Thurgau;Falsification des timbres officiels de valeur (Art. 245);1;0;0;0;20;4989
2010;Thurgau;Falsification des marques officielles (Art. 246);0;0;0;0;20;4990
2010;Thurgau;Appareils de falsification et emploi illicite d'appareils (Art. 247);0;0;0;0;20;4991
2010;Thurgau;Falsification des poids et mesures (Art. 248);0;0;0;0;20;4992
2010;Thurgau;Total Titre 10: Fausse monnaie, falsification timbres, marques, poids et mesures;27;11;0;0;20;4993
2010;Thurgau;Faux dans les titres (Art. 251);6;31;0;0;20;4994
2010;Thurgau;Faux dans les certificats (Art. 252);1;16;0;0;20;4995
2010;Thurgau;Obtention frauduleuse d'une constatation fausse (Art. 253);0;0;0;0;20;4996
2010;Thurgau;Suppression de titres (Art. 254);0;0;0;0;20;4997
2010;Thurgau;Déplacement de bornes (Art. 256);0;0;0;0;20;4998
2010;Thurgau;Déplacement de signaux (Art. 257);0;0;0;0;20;4999
2010;Thurgau;Total Titre 11: Faux dans les titres;7;47;0;0;20;5000
2010;Thurgau;Menaces alarmant la population (Art. 258);0;0;0;0;20;5001
2010;Thurgau;Provocation publique au crime ou à la violence (Art. 259);0;0;0;0;20;5002
2010;Thurgau;Emeute (Art. 260);0;0;0;0;20;5003
2010;Thurgau;Actes préparatoires délictueux (260bis);0;0;0;3;20;5004
2010;Thurgau;Organisation criminelle (Art. 260ter);0;0;0;0;20;5005
2010;Thurgau;Mise en danger de la sécurité publique au moyen d'armes (Art. 260quater);0;0;0;0;20;5006
2010;Thurgau;Financement du terrorisme (Art. 260quinquies);0;0;0;0;20;5007
2010;Thurgau;Atteinte à la liberté de croyance et des cultes (Art. 261);0;0;0;0;20;5008
2010;Thurgau;Discrimination raciale (Art. 261bis);0;0;0;0;20;5009
2010;Thurgau;Atteinte à la paix des morts (Art. 262);1;0;0;0;20;5010
2010;Thurgau;Actes commis en état d'irresponsabilité fautive (Art. 263);0;0;0;0;20;5011
2010;Thurgau;Total Titre 12: Paix publique;1;0;0;3;20;5012
2010;Thurgau;Génocide (Art. 264);0;0;0;0;20;5013
2010;Thurgau;Total Titre 12bis: Intérêts de la communauté internationale;0;0;0;0;20;5014
2010;Thurgau;Haute trahison (Art. 265);0;0;0;0;20;5015
2010;Thurgau;Atteinte a l'indépendance de la Confédération (Art. 266);0;0;0;0;20;5016
2010;Thurgau;Entreprises et menées de l'étranger contre la sécurité de la Suisse (Art. 266bis);0;0;0;0;20;5017
2010;Thurgau;Trahison diplomatique (Art. 267);0;0;0;0;20;5018
2010;Thurgau;Déplacement de bornes officielles (Art.268);0;0;0;0;20;5019
2010;Thurgau;Violation de la souveraineté territoriale de la Suisse (Art. 269);0;0;0;0;20;5020
2010;Thurgau;Atteinte aux emblèmes suisses (Art. 270);0;0;0;0;20;5021
2010;Thurgau;Actes exécutés sans droit pour un Etat étranger (Art. 271);0;0;0;0;20;5022
2010;Thurgau;Service de renseignements politiques (Art. 272);0;0;0;0;20;5023
2010;Thurgau;Service de renseignements économiques (Art. 273);0;0;0;0;20;5024
2010;Thurgau;Service de renseignements militaires (Art. 274);0;0;0;0;20;5025
2010;Thurgau;Atteintes à l'ordre consitutionnel (Art. 275);0;0;0;0;20;5026
2010;Thurgau;Propagande subversive (Art. 275bis);0;0;0;0;20;5027
2010;Thurgau;Groupements illicites (Art. 275ter);0;0;0;0;20;5028
2010;Thurgau;Provocation/incitation à la violation des devoirs militaires (Art. 276);0;0;0;0;20;5029
2010;Thurgau;Falsification d'ordre de mise sur pied ou d'instructions (Art. 277);0;0;0;0;20;5030
2010;Thurgau;Entraver le service militaire (Art. 278);0;0;0;0;20;5031
2010;Thurgau;Total Titre 13: Etat et défense nationale;0;0;0;0;20;5032
2010;Thurgau;Violences contre la volonté populaire (Art. 279);0;0;0;0;20;5033
2010;Thurgau;Atteinte au droit de vote (Art. 280);0;0;0;0;20;5034
2010;Thurgau;Corruption électorale (Art. 281);0;0;0;0;20;5035
2010;Thurgau;Fraude électorale (Art. 282);0;0;0;0;20;5036
2010;Thurgau;Captation de suffrages (Art. 282bis);0;0;0;0;20;5037
2010;Thurgau;Violation du secret de vote (Art. 283);0;0;0;0;20;5038
2010;Thurgau;Total Titre 14: Volonté populaire;0;0;0;0;20;5039
2010;Thurgau;Violence ou menace contre les autorités et les fonctionnaires (Art. 285);0;28;0;0;20;5040
2010;Thurgau;Opposition aux actes de l'autorité (Art. 286);0;4;0;0;20;5041
2010;Thurgau;Usurpation de fonctions (Art. 287);0;1;0;0;20;5042
2010;Thurgau;Soustraction d'objets mis sous main de l'autorité (Art. 289);0;0;0;0;20;5043
2010;Thurgau;Bris de scellés (Art. 290);0;0;0;0;20;5044
2010;Thurgau;Rupture de ban (Art. 291);0;0;0;0;20;5045
2010;Thurgau;Insoumission à une décision de l'autorité (Art. 292);0;16;0;0;20;5046
2010;Thurgau;Publication de.débats off.secrets (Art. 293);0;0;0;0;20;5047
2010;Thurgau;Infraction à l'interdiction d'exercer une profession (Art. 294);0;0;0;0;20;5048
2010;Thurgau;Infraction à l'interdiction d'exercer une activité, à l'interdiction de contact ou géographique (Art. 294);...;...;...;...;20;5049
2010;Thurgau;Non-respect de l'assistance de probation ou des règles de conduite (Art. 295);0;0;0;0;20;5050
2010;Thurgau;Total Titre 15: Autorité publique;0;49;0;0;20;5051
2010;Thurgau;Outrage aux Etats étrangers (Art. 296);0;0;0;0;20;5052
2010;Thurgau;Outrages à des institutions interétatiques (Art. 297);0;0;0;0;20;5053
2010;Thurgau;Atteinte aux emblèmes nationaux étrangers (Art. 298);0;0;0;0;20;5054
2010;Thurgau;Violation de la souveraineté territoriale étrangère (Art. 299);0;0;0;0;20;5055
2010;Thurgau;Actes d'hostilité contre un belligérant ou des troupes étrangères (Art. 300);0;0;0;0;20;5056
2010;Thurgau;Espionnage militaire au préjudice d'un Etat étranger (Art. 301);0;0;0;0;20;5057
2010;Thurgau;Total Titre 16: Compromettre les relations avec l'étranger;0;0;0;0;20;5058
2010;Thurgau;Dénonciation calomnieuse (Art. 303);0;8;0;0;20;5059
2010;Thurgau;Induire la justice en erreur (Art. 304);0;17;0;0;20;5060
2010;Thurgau;Entrave à l'action pénale (Art. 305);0;2;0;0;20;5061
2010;Thurgau;Blanchiment d'argent (Art. 305bis);1;3;0;0;20;5062
2010;Thurgau;Défaut de vigilance en matière d'opérations financières et droit de communication (Art. 305ter);0;0;0;0;20;5063
2010;Thurgau;Fausse déclaration d'une partie en justice (Art. 306);0;0;0;0;20;5064
2010;Thurgau;Faux témoignage, faux rapport, fausse traduction en justice (Art. 307);0;0;0;0;20;5065
2010;Thurgau;Faire évader des détenus (Art. 310);0;0;0;0;20;5066
2010;Thurgau;Mutinerie de détenus (Art. 311);0;0;0;0;20;5067
2010;Thurgau;Total Titre 17: Administration de la justice;1;30;0;0;20;5068
2010;Thurgau;Abus d'autorité (Art. 312);0;0;0;0;20;5069
2010;Thurgau;Concussion (Art. 313);0;0;0;0;20;5070
2010;Thurgau;Gestion déloyale des intérêts publics (Art. 314);0;0;0;0;20;5071
2010;Thurgau;Faux dans les titres commis dans l'exercice de fonctions publiques (Art. 317);0;0;0;0;20;5072
2010;Thurgau;Faux certificat médical (Art. 318);0;0;0;0;20;5073
2010;Thurgau;Assistance à l'évasion (Art. 319);0;0;0;0;20;5074
2010;Thurgau;Violation du secret de fonction (Art. 320);0;0;0;0;20;5075
2010;Thurgau;Violation du secret professionnel (Art. 321);0;0;0;0;20;5076
2010;Thurgau;Secret professionnel en matière de recherche sur l'être humain (Art. 321bis);0;0;0;0;20;5077
2010;Thurgau;Violation du secret des postes et des télécommunications (Art. 321ter);0;1;0;0;20;5078
2010;Thurgau;Violation de l'obligation des médias de renseigner (Art. 322);0;0;0;0;20;5079
2010;Thurgau;Défaut d'opposition à une publication constituant une infraction (Art. 322bis);0;0;0;0;20;5080
2010;Thurgau;Total Titre 18: Devoirs de fonction/professionnels;0;1;0;0;20;5081
2010;Thurgau;Corruption active (Art. 322ter);0;0;0;0;20;5082
2010;Thurgau;Corruption passive (Art. 322quater);0;0;0;0;20;5083
2010;Thurgau;Octroi d'un avantage (Art. 322quinquies);0;0;0;0;20;5084
2010;Thurgau;Acceptation d'un avantage (Art. 322sexies);0;0;0;0;20;5085
2010;Thurgau;Corruption d'agents publics étrangers (Art. 322septies);0;0;0;0;20;5086
2010;Thurgau;Total Titre 19: Corruption;0;0;0;0;20;5087
2010;Thurgau;Inobservation par débiteur règles LPP (Art. 323);0;11;0;0;20;5088
2010;Thurgau;Inobservation par tiers règles LPP (Art. 324);0;0;0;0;20;5089
2010;Thurgau;Inobservation des prescriptions légales sur la comptabilité (Art. 325);0;0;0;0;20;5090
2010;Thurgau;Inobserv. prescriptions légales sur protection locataires d'habitations/locaux commerciaux (325bis);0;0;0;0;20;5091
2010;Thurgau;Précision de l'art. 325bis;0;0;0;0;20;5092
2010;Thurgau;Contravention raison de commerce (Art. 326ter);0;0;0;0;20;5093
2010;Thurgau;Faux renseignements émanant d'une institution de prévoyance en faveur du personnel (Art. 326quater);0;0;0;0;20;5094
2010;Thurgau;Contrefaçon de valeurs postales (Art. 328);0;0;0;0;20;5095
2010;Thurgau;Violation de secrets militaires (Art. 329);0;0;0;0;20;5096
2010;Thurgau;Trafic de matériel séquestré ou réquisitionné par l'armée (Art. 330);0;0;0;0;20;5097
2010;Thurgau;Port indu de l'uniforme militaire (Art. 331);0;0;0;0;20;5098
2010;Thurgau;Défaut d'avis en cas de trouvaille (Art. 332);2;1;0;0;20;5099
2010;Thurgau;Total Titre 20: Dispositions du droit fédéral;2;12;0;0;20;5100
2010;Ticino;Meurtre (Art. 111 – 113/116);0;2;0;17;21;5101
2010;Ticino;Meurtre sur la demande de la victime (Art. 114);0;0;0;0;21;5102
2010;Ticino;Incitation et assistance au suicide (Art. 115);0;0;0;0;21;5103
2010;Ticino;Homicide par négligence (Art. 117);0;1;0;0;21;5104
2010;Ticino;Interruption de grossesse punissable (Art. 118);0;1;0;0;21;5105
2010;Ticino;Contraventions commises par le médecin (Art. 120);0;1;0;0;21;5106
2010;Ticino;Lésions corporelles graves (Art. 122);1;27;0;2;21;5107
2010;Ticino;Lésions corporelles simples (Art. 123);33;667;0;1;21;5108
2010;Ticino;Mutilation d'organes génitaux féminins (Art. 124);...;...;...;...;21;5109
2010;Ticino;Lésions corporelles par négligence (Art. 125);3;21;0;0;21;5110
2010;Ticino;Voies de fait (Art. 126);5;230;0;0;21;5111
2010;Ticino;Exposition (Art. 127);0;6;0;0;21;5112
2010;Ticino;Omission de prêter secours (Art. 128);2;13;0;0;21;5113
2010;Ticino;Fausse alerte (Art. 128bis);0;3;0;0;21;5114
2010;Ticino;Mise en danger de la vie d'autrui (Art. 129);7;36;0;0;21;5115
2010;Ticino;Participation rixe (Art. 133);0;37;0;0;21;5116
2010;Ticino;Participation agression (Art. 134);15;104;0;0;21;5117
2010;Ticino;Représentation de la violence (Art. 135);0;0;0;0;21;5118
2010;Ticino;Remettre à des enfants des substances nocives (Art. 136);0;16;0;0;21;5119
2010;Ticino;Total Titre 1: Vie et intégrité corporelle;66;1165;0;20;21;5120
2010;Ticino;Appropriation illégitime (Art. 137);65;19;0;0;21;5121
2010;Ticino;Abus de confiance (Art. 138);8;137;0;0;21;5122
2010;Ticino;Vol (Art. 139);1043;383;12;11;21;5123
2010;Ticino;Vol par effraction (Art. 139);1231;138;734;54;21;5124
2010;Ticino;Vol par introduction clandestine (Art. 139);280;35;11;3;21;5125
2010;Ticino;Vol à l'arrachée (Art. 139);21;0;0;0;21;5126
2010;Ticino;Vol à l'étalage (Art. 139);54;178;0;0;21;5127
2010;Ticino;Vol à la tire (Art. 139);385;3;2;0;21;5128
2010;Ticino;Vol par astuce (Art. 139);571;22;3;0;21;5129
2010;Ticino;Vol collocataire (Art. 139);0;0;0;0;21;5130
2010;Ticino;Effraction de véhicule (Art. 139);472;28;131;3;21;5131
2010;Ticino;Vol de véhicule (Art. 139);937;25;22;0;21;5132
2010;Ticino;Vol sur/dans véhicule (Art. 139);454;34;5;4;21;5133
2010;Ticino;Brigandage (Art. 140);32;22;7;10;21;5134
2010;Ticino;Soustraction d'une chose mobilière (Art. 141);0;2;0;0;21;5135
2010;Ticino;Utilisation sans droits de valeurs patrimoniales (Art. 141bis);0;4;0;0;21;5136
2010;Ticino;Soustraction d' énergie (Art. 142);0;1;0;0;21;5137
2010;Ticino;Soustraction de données (Art. 143);61;12;1;0;21;5138
2010;Ticino;Accès indu à un système informatique (Art. 143bis);5;0;0;0;21;5139
2010;Ticino;Dommages à la propriété (al. 1) (Art. 144);1592;456;0;0;21;5140
2010;Ticino;Dommages à la propriété + vol (Art. 144);2461;282;0;0;21;5141
2010;Ticino;Détérioration de données (Art.144bis);2;2;0;0;21;5142
2010;Ticino;Détournement de choses frappées d'un droit de gage ou de rétention (Art. 145);0;0;0;0;21;5143
2010;Ticino;Escroquerie (Art. 146);34;241;10;19;21;5144
2010;Ticino;Utilisation frauduleuse d'un ordinateur (Art. 147);99;62;6;5;21;5145
2010;Ticino;Abus de cartes-chèques et cartes crédit (Art. 148);2;4;1;0;21;5146
2010;Ticino;Obtention illicite de prestations d'une assurance sociale ou de l'aide sociale (Art. 148a);...;...;...;...;21;5147
2010;Ticino;Filouterie dauberge (Art. 149);4;39;0;0;21;5148
2010;Ticino;Obtention frauduleuse d'une prestation (Art. 150);5;13;0;1;21;5149
2010;Ticino;Fabrication/mise sur marché équipements serv. à décoder frauduleusement (Art. 150bis);0;5;0;0;21;5150
2010;Ticino;Atteinte astucieuse (Art. 151);2;3;0;0;21;5151
2010;Ticino;Faux renseignements sur des entreprises commerciales (Art. 152);0;1;0;0;21;5152
2010;Ticino;Fausses communications aux autorités chargées du registre du commerce (Art. 153);0;2;0;0;21;5153
2010;Ticino;Falsification de marchandises (Art. 155);1;2;0;0;21;5154
2010;Ticino;Extorsion et chantage (Art. 156);0;11;1;2;21;5155
2010;Ticino;Usure (Art. 157);0;10;0;0;21;5156
2010;Ticino;Gestion déloyale (Art. 158);0;4;0;0;21;5157
2010;Ticino;Détournement de retenues sur le salaire (Art. 159);0;1;0;0;21;5158
2010;Ticino;Recel (Art. 160);3;63;0;0;21;5159
2010;Ticino;Exploitation de la connaissance de faits confidentiels (Art. 161);0;0;0;0;21;5160
2010;Ticino;Manipulation de cours (Art. 161bis);0;0;0;0;21;5161
2010;Ticino;Violation du secret de fabrication ou du secret commercial (Art. 162);0;1;0;0;21;5162
2010;Ticino;Banqueroute fraud. et fraude saisie (Art. 163);0;3;0;0;21;5163
2010;Ticino;Diminution effective de l'actif au préjudice des créanciers (Art. 164);0;3;0;0;21;5164
2010;Ticino;Gestion fautive (Art. 165);0;2;0;0;21;5165
2010;Ticino;Violation de l'obligation de tenir une comptabilité (Art. 166);0;2;0;0;21;5166
2010;Ticino;Avantages accord. à certains créanciers (Art. 167);0;1;0;0;21;5167
2010;Ticino;Subornation dans l'exécution forcée (Art. 168);0;0;0;0;21;5168
2010;Ticino;Détournement valeurs patrimoniales (Art. 169);0;15;0;0;21;5169
2010;Ticino;Obtention frauduleuse d'un concordat judiciaire (Art. 170);0;2;0;0;21;5170
2010;Ticino;Total Titre 2: Patrimoine;9824;2273;946;112;21;5171
2010;Ticino;Diffamation (Art. 173);16;181;0;0;21;5172
2010;Ticino;Calomnie (Art. 174);10;39;0;0;21;5173
2010;Ticino;Diffamation et calomnie contre un mort ou un absent (Art. 175);0;1;0;0;21;5174
2010;Ticino;Injure (Art. 177);17;434;0;0;21;5175
2010;Ticino;Violation contre le domaine secret ou le domaine privé (Art. 179);0;0;0;0;21;5176
2010;Ticino;Ecoute et enregistrement de conversations entre d'autres personnes (Art. 179bis);0;0;0;0;21;5177
2010;Ticino;Enregistrement non autorisé de conversations (Art. 179ter);0;0;0;0;21;5178
2010;Ticino;Violation du domaine secret/privé au moyen d'un appareil de prise de vues (Art. 179quater);2;14;0;0;21;5179
2010;Ticino;Mise en circulation et réclame d'appareils d'écoute, prise de son et de vues (Art. 179sexies);0;0;0;0;21;5180
2010;Ticino;Utilisation abusive d'une installation de télécommunication (Art. 179septies);33;104;0;0;21;5181
2010;Ticino;Soustraction de données personnelles (Art. 179novies);1;1;0;0;21;5182
2010;Ticino;Total Titre 3: Honneur, domaine secret/privé;79;774;0;0;21;5183
2010;Ticino;Menaces (Art. 180);42;677;0;0;21;5184
2010;Ticino;Contrainte (Art. 181);4;130;2;0;21;5185
2010;Ticino;Mariage forcé, partenariat forcé (Art. 181a);...;...;...;...;21;5186
2010;Ticino;Traite d'êtres humains (Art. 182);0;6;0;0;21;5187
